"ID"  "date_added"  "date_ended"  "site"  "value"  "discount"  "sold"  "MerchantID"  "category"
"11722"  12916060  2012-11-17  2012-11-23  "Groupon"  104  47  20  614759  "Restaurants"
"11723"  12890584  2012-11-22  2012-11-27  "Groupon"  125  56  20  18408  "Fitness Classes"
"11724"  13037272  2012-11-26  2012-12-02  "Groupon"  225  52  10  21768  "Skiing"
"11725"  13671727  2012-12-13  2012-12-13  "Groupon"  240  50  10  22592  "Massage"
"11726"  15053030  2013-01-20  2013-01-21  "Groupon"  148  57  20  660863  "Hair Salons"
"11727"  19006870  2013-04-09  2013-04-15  "Groupon"  110  51  20  561890  "Hair Salons"
"11728"  19002823  2013-04-14  2013-04-20  "Groupon"  20.9  53  110  769597  "Restaurants"
"11729"  725527  2011-09-16  2011-09-19  "LivingSocial"  99  51  54  8643  "Automotive"
"11730"  19155494  2013-04-27  2013-05-04  "AmazonLocal"  45  58  36  594147  "Life Skills Classes"
"11731"  10929581  2012-08-30  2012-09-04  "LivingSocial"  60  50  88  34220  "Gym"
"11732"  12665473  2012-11-15  2012-11-22  "LivingSocial"  30  50  176  67675  "Restaurants"
"11733"  8880308  2012-05-21  2012-05-28  "AmazonLocal"  90  75  31  466702  "Spa"
"11734"  1577365  2011-11-15  2011-11-17  "AmazonLocal"  60  66  34  48690  "Fitness Classes"
"11735"  2822937  2012-01-04  2012-01-08  "Groupon"  90  56  28  248662  "Automotive"
"11736"  390549  2011-08-27  2011-08-29  "Eversave"  175  78  12  6195  "Personal Trainer"
"11737"  723388  2011-09-16  2011-09-19  "Eversave"  98  60  12  7760  "Hair Salons"
"11738"  7259579  2012-03-21  2012-03-24  "LivingSocial"  50  50  105  40875  "Outdoor Adventures"
"11739"  10056670  2012-07-19  2012-07-22  "LivingSocial"  75  53  75  44679  "Bowling"
"11740"  12004741  2012-10-19  2012-10-26  "LivingSocial"  50  70  175  441525  "Dance Classes"
"11741"  15334276  2013-01-25  2013-02-01  "LivingSocial"  14  50  375  265891  "Restaurants"
"11742"  10568997  2012-08-07  2012-08-12  "Groupon"  240  54  10  496043  "Automotive"
"11743"  10586209  2012-08-06  2012-08-13  "Groupon"  225  50  10  134568  "Skin Care"
"11744"  11296507  2012-09-16  2012-09-17  "Groupon"  255  54  10  531789  "Massage"
"11745"  11439980  2012-09-23  2012-09-24  "Groupon"  250  50  10  535104  "Skin Care"
"11746"  18226633  2013-02-16  2013-02-22  "Groupon"  280  59  10  37372  "Outdoor Adventures"
"11747"  20050322  2013-05-08  2013-05-22  "Groupon"  275  55  10  271400  "Automotive"
"11748"  20284496  2013-05-31  2013-06-06  "Groupon"  240  52  10  86628  "Facials"
"11749"  650006  2011-09-08  2011-09-12  "Groupon"  499  80  11  3840  "Teeth Whitening"
"11750"  110273  2011-06-08  2011-09-06  "DealFind"  96  80  29  5108  "Life Skills Classes"
"11751"  20015812  2013-05-20  2013-05-27  "AmazonLocal"  861  81  4  33771  "Dental"
"11752"  3847735  2012-02-12  2012-02-14  "Eversave"  30  50  31  137148  "Tanning"
"11753"  11279998  2012-09-16  2012-09-17  "Eversave"  30  50  31  4812  "Restaurants"
"11754"  8224051  2012-04-20  2012-04-23  "AmazonLocal"  105  76  27  57722  "Hair Salons"
"11755"  12067130  2012-10-22  2012-10-29  "AmazonLocal"  199  63  9  575098  "Outdoor Adventures"
"11756"  12857627  2012-11-21  2012-11-28  "AmazonLocal"  150  50  9  617575  "Facials"
"11757"  3723272  2012-02-07  2012-02-10  "LivingSocial"  40  63  174  6246  "Spa"
"11758"  9226069  2012-06-07  2012-06-10  "LivingSocial"  30  50  174  162698  "Restaurants"
"11759"  201065  2011-07-28  2011-07-30  "Groupon"  10  50  216  25289  "Museums"
"11760"  210406  2011-07-30  2011-08-01  "Groupon"  99  60  27  100976  "Boot Camp"
"11761"  10628158  2012-08-15  2012-08-20  "Groupon"  24  50  90  170526  "Tours"
"11762"  11196080  2012-09-07  2012-09-12  "Groupon"  24  56  90  148129  "Outdoor Adventures"
"11763"  11218763  2012-09-06  2012-09-13  "Groupon"  265  50  9  526773  "Gym"
"11764"  11386268  2012-09-16  2012-09-21  "Groupon"  60  50  40  73185  "Golf"
"11765"  18161557  2013-02-15  2013-02-18  "Groupon"  38.75  54  60  562787  "Shows"
"11766"  12512990  2012-11-09  2012-11-16  "LivingSocial"  230  78  52  600253  "Spa"
"11767"  12823454  2012-11-20  2012-12-18  "LivingSocial"  400  50  13  616814  "Home Services"
"11768"  11323014  2012-09-18  2012-09-25  "AmazonLocal"  60  60  28  92770  "Spa"
"11769"  18992285  2013-04-12  2013-04-26  "LivingSocial"  30  50  173  78763  "Restaurants"
"11770"  10029965  2012-07-18  2012-07-21  "LivingSocial"  65  51  81  14499  "Yoga"
"11771"  10144978  2012-07-23  2012-08-06  "CBS Local"  80  75  22  741129  "Tours"
"11772"  294446  2011-08-20  2011-08-23  "Groupon"  50  50  43  123768  "Restaurants"
"11773"  651349  2011-09-08  2011-09-09  "LivingSocial"  515  61  13  146250  "Outdoor Adventures"
"11774"  18758658  2013-03-22  2013-04-08  "LivingSocial"  25  48  199  756563  "Outdoor Adventures"
"11775"  8304638  2012-04-19  2012-04-24  "Groupon"  409  60  6  440016  "Teeth Whitening"
"11776"  455010  2011-09-01  2011-09-03  "Eversave"  10  50  92  138793  "Restaurants"
"11777"  3606342  2012-02-02  2012-02-06  "Eversave"  40  50  23  265587  "Restaurants"
"11778"  227483  2011-08-04  2011-08-05  "LivingSocial"  220  60  29  53642  "Home Services"
"11779"  715348  2011-09-15  2011-09-16  "LivingSocial"  25  60  258  153713  "Home Services"
"11780"  12083062  2012-10-23  2012-10-30  "LivingSocial"  400  68  20  138261  "Spa"
"11781"  6598  2010-07-26  2010-07-28  "Groupon"  15  53  153  7450  "Sports Tickets"
"11782"  10051001  2012-07-14  2012-07-19  "Groupon"  300  51  9  504581  "Life Skills Classes"
"11783"  10413316  2012-08-04  2012-08-10  "Groupon"  275  56  9  465379  "Photography"
"11784"  10765981  2012-08-22  2012-08-27  "LivingSocial"  80  51  66  522196  "Automotive"
"11785"  13789563  2012-12-16  2012-12-23  "LivingSocial"  40  3  66  555077  "Restaurants"
"11786"  15838293  2013-01-27  2013-02-03  "LivingSocial"  45  51  117  626001  "Spa"
"11787"  18809600  2013-03-26  2013-04-23  "LivingSocial"  240  84  66  758785  "Home Services"
"11788"  11797708  2012-10-10  2012-10-17  "LivingSocial"  14  50  367  566831  "Restaurants"
"11789"  3094269  2012-01-10  2012-01-13  "LivingSocial"  49  51  107  231133  "Skiing"
"11790"  181010  2011-07-20  2011-07-21  "DealFind"  90  78  27  40800  "Hair Salons"
"11791"  18757101  2013-03-22  2013-03-29  "AmazonLocal"  38  56  39  623853  "Hair Salons"
"11792"  1129168  2011-06-20  2011-06-25  "Groupon"  119  53  18  68959  "Bars/Lounges"
"11793"  18889739  2013-04-01  2013-04-14  "CBS Local"  30  53  31  448178  "Outdoor Adventures"
"11794"  258063  2011-08-12  2011-08-15  "LivingSocial"  75  51  69  115037  "Nail Care"
"11795"  101498  2011-05-31  2011-06-02  "Groupon"  40  50  53  57554  "Concerts"
"11796"  8224173  2012-04-20  2012-04-23  "AmazonLocal"  30  50  44  266367  "Restaurants"
"11797"  8913030  2012-05-23  2012-05-26  "AmazonLocal"  128  53  11  468765  "Automotive"
"11798"  2128802  2011-12-20  2011-12-23  "LivingSocial"  100  50  51  12593  "Hair Salons"
"11799"  11488631  2012-09-26  2012-10-03  "LivingSocial"  30  50  170  415656  "Shows"
"11800"  13718904  2012-12-14  2012-12-21  "LivingSocial"  100  50  51  580653  "Home Services"
"11801"  14734689  2013-01-11  2013-01-18  "LivingSocial"  336  55  17  562816  "Hair Salons"
"11802"  19092420  2013-04-24  2013-05-08  "LivingSocial"  50  50  102  62617  "Life Skills Classes"
"11803"  10764561  2012-08-22  2012-08-26  "HomeRun"  210  76  3  33632  "Vision and Eye Care"
"11804"  11440577  2012-09-24  2012-09-28  "HomeRun"  85  70  6  70134  "Yoga"
"11805"  11671170  2012-10-04  2012-10-08  "HomeRun"  60  59  6  526773  "Life Skills Classes"
"11806"  11978330  2012-10-18  2012-10-22  "HomeRun"  50  50  6  487644  "Tours"
"11807"  14889245  2013-01-16  2013-01-20  "HomeRun"  30  50  10  654040  "Restaurants"
"11808"  18227884  2013-02-22  2013-03-08  "HomeRun"  75  50  4  56326  "Life Skills Classes"
"11809"  8673785  2012-05-10  2012-05-13  "AmazonLocal"  14  50  94  457857  "Restaurants"
"11810"  8945560  2012-05-25  2012-05-28  "AmazonLocal"  95  50  14  470663  "Hair Salons"
"11811"  19040166  2013-04-19  2013-04-26  "AmazonLocal"  14.95  54  94  47494  "Outdoor Adventures"
"11812"  15025563  2013-01-20  2013-01-27  "LivingSocial"  40  50  127  660957  "Life Skills Classes"
"11813"  19033071  2013-04-18  2013-04-25  "LivingSocial"  31  52  169  418046  "Golf"
"11814"  9526229  2012-06-25  2012-07-02  "LivingSocial"  379  61  17  491946  "Life Skills Classes"
"11815"  995311  2011-10-12  2011-10-14  "LivingSocial"  45  49  110  174983  "Nail Care"
"11816"  19041714  2013-04-19  2013-04-26  "LivingSocial"  155  65  46  771623  "Gym"
"11817"  74148  2011-04-19  2011-04-24  "Groupon"  150  50  14  43955  "Facials"
"11818"  1129118  2011-06-20  2011-06-23  "Groupon"  700  50  3  8520  "Kids"
"11819"  954788  2011-10-09  2011-10-13  "Groupon"  72  65  42  172239  "Dessert"
"11820"  3493925  2012-01-28  2012-02-03  "Groupon"  30  50  70  218521  "Restaurants"
"11821"  5391894  2012-02-28  2012-03-03  "Groupon"  80  50  30  16842  "Restaurants"
"11822"  8174847  2012-04-18  2012-04-22  "Groupon"  75  53  30  192215  "Automotive"
"11823"  8499388  2012-04-29  2012-05-03  "Groupon"  80  50  30  154228  "Restaurants"
"11824"  8855228  2012-05-19  2012-05-25  "Groupon"  700  50  3  465379  "Photography"
"11825"  9129716  2012-05-24  2012-05-29  "Groupon"  76  50  30  266855  "Restaurants"
"11826"  9324719  2012-06-14  2012-06-19  "Groupon"  40  62  70  4357  "Comedy Clubs"
"11827"  9499382  2012-06-23  2012-06-27  "Groupon"  75  53  30  261681  "Life Skills Classes"
"11828"  9596897  2012-06-27  2012-07-04  "Groupon"  30  50  70  496040  "Restaurants"
"11829"  10288850  2012-07-30  2012-08-04  "Groupon"  75  53  30  261681  "Tours"
"11830"  11129717  2012-09-04  2012-09-09  "Groupon"  220  86  30  41736  "Kids"
"11831"  11405192  2012-09-22  2012-09-28  "Groupon"  440  52  5  7309  "Spa"
"11832"  11485646  2012-09-26  2012-10-01  "Groupon"  120  70  30  14873  "Martial Arts"
"11833"  11711621  2012-10-05  2012-10-06  "Groupon"  30  50  70  563529  "Restaurants"
"11834"  11793531  2012-10-04  2012-10-10  "Groupon"  80  50  30  13233  "Bars/Lounges"
"11835"  12207755  2012-10-21  2012-10-27  "Groupon"  25  40  70  13222  "Restaurants"
"11836"  12246898  2012-10-23  2012-10-29  "Groupon"  72  55  30  279489  "Pilates"
"11837"  12781212  2012-11-14  2012-11-19  "Groupon"  119  68  30  17649  "Martial Arts"
"11838"  14764202  2013-01-12  2013-01-17  "Groupon"  35  58  70  652030  "Home Services"
"11839"  7911277  2012-04-07  2012-04-09  "Eversave"  85  47  10  430277  "Facials"
"11840"  8995979  2012-05-29  2012-05-31  "Eversave"  20  50  45  57549  "Restaurants"
"11841"  11130755  2012-09-09  2012-09-11  "Eversave"  140  67  10  545274  "Home Services"
"11842"  116089  2011-06-14  2011-06-15  "LivingSocial"  150  80  84  28216  "Gym"
"11843"  23382  2010-12-08  2010-12-09  "Groupon"  10  50  209  17200  "Restaurants"
"11844"  79208  2011-04-26  2011-04-27  "LivingSocial"  35  51  148  46397  "Outdoor Adventures"
"11845"  3610616  2012-02-02  2012-02-05  "LivingSocial"  35  51  148  265977  "Facials"
"11846"  7215231  2012-03-19  2012-03-22  "AmazonLocal"  100  50  13  411815  "Hair Salons"
"11847"  12229126  2012-10-28  2012-11-04  "AmazonLocal"  20  50  65  422006  "Restaurants"
"11848"  9671479  2012-07-02  2012-07-09  "LivingSocial"  16  50  314  5021  "Golf"
"11849"  8981011  2012-05-28  2012-06-02  "Groupon"  450  66  7  133865  "Golf"
"11850"  12958385  2012-11-18  2012-11-24  "Groupon"  435  66  7  239135  "Personal Trainer"
"11851"  15054631  2013-01-21  2013-01-29  "Groupon"  1200  88  7  10202  "Waxing"
"11852"  19144654  2013-04-26  2013-05-03  "LivingSocial"  55  51  93  21453  "Spa"
"11853"  11322975  2012-09-18  2012-09-21  "AmazonLocal"  130  54  11  252382  "Fitness Classes"
"11854"  3674293  2012-02-05  2012-02-06  "DealFind"  80  70  22  106143  "Nail Care"
"11855"  10886367  2012-08-28  2012-09-04  "LivingSocial"  575  69  14  254406  "Dental"
"11856"  9123207  2012-05-22  2012-05-25  "Groupon"  53  50  40  49376  "Shows"
"11857"  13405139  2012-12-06  2012-12-12  "Groupon"  30  57  80  532240  "Automotive"
"11858"  15022571  2013-01-20  2013-01-20  "Groupon"  124  50  20  157592  "Home Services"
"11859"  19013929  2013-04-11  2013-04-16  "Groupon"  104.5  51  20  755182  "Shows"
"11860"  20263832  2013-05-29  2013-06-05  "Groupon"  91.6  52  20  36063  "Restaurants"
"11861"  3141937  2012-01-12  2012-01-15  "LivingSocial"  16  50  313  253784  "Restaurants"
"11862"  8138  2010-08-19  2010-08-20  "LivingSocial"  50  50  100  8363  "Women's Clothing"
"11863"  2447084  2011-12-27  2011-12-30  "LivingSocial"  20  50  250  244544  "Restaurants"
"11864"  17847546  2013-02-05  2013-02-08  "LivingSocial"  110  55  50  181986  "Spa"
"11865"  19124764  2013-04-25  2013-05-09  "LivingSocial"  20  50  250  20217  "Restaurants"
"11866"  1911004  2011-12-08  2011-12-13  "Tippr"  45  51  13  55474  "Dance Classes"
"11867"  9484388  2012-06-22  2012-06-26  "HomeRun"  30  76  21  770805  "Concerts"
"11868"  14575235  2013-01-07  2013-01-11  "HomeRun"  14  50  21  558998  "Restaurants"
"11869"  8246398  2012-04-17  2012-04-21  "Groupon"  525  50  4  96465  "Makeup"
"11870"  14821423  2013-01-14  2013-01-22  "Groupon"  2400  90  4  105852  "Spa"
"11871"  1193402  2011-10-25  2011-10-26  "AmazonLocal"  30  50  43  156159  "Pilates"
"11872"  105518  2011-06-06  2011-07-06  "DealFind"  100  65  15  36393  "Facials"
"11873"  537750  2011-09-06  2011-09-07  "DealFind"  300  91  21  84309  "Boot Camp"
"11874"  1422105  2011-11-07  2011-11-10  "Tippr"  30  50  19  195795  "Life Skills Classes"
"11875"  1298952  2011-10-31  2011-11-03  "LivingSocial"  25  60  249  7897  "Restaurants"
"11876"  3903592  2012-02-14  2012-02-17  "LivingSocial"  30  50  166  266367  "Restaurants"
"11877"  7215087  2012-03-19  2012-03-26  "LivingSocial"  75  60  83  93843  "Outdoor Adventures"
"11878"  3443198  2012-01-21  2012-01-26  "Groupon"  499  76  8  223558  "Photography"
"11879"  8737601  2012-05-08  2012-05-13  "Groupon"  280  50  8  452228  "Automotive"
"11880"  10364027  2012-07-02  2012-07-07  "Groupon"  280  50  8  63362  "Facials"
"11881"  12486352  2012-11-08  2012-11-14  "Groupon"  199  36  8  162966  "Outdoor Adventures"
"11882"  18738767  2013-03-21  2013-03-28  "Groupon"  280  54  8  62733  "Spa"
"11883"  11222785  2012-09-13  2012-10-11  "LivingSocial"  159  57  36  487652  "Home Services"
"11884"  5323  2010-06-30  2010-07-01  "LivingSocial"  120  50  42  6677  "Golf"
"11885"  3092086  2012-01-10  2012-01-13  "LivingSocial"  130  55  42  252382  "Yoga"
"11886"  8323082  2012-04-25  2012-04-28  "AmazonLocal"  20  50  64  36641  "Restaurants"
"11887"  8587219  2012-05-07  2012-05-10  "AmazonLocal"  20  50  64  455003  "Home Services"
"11888"  7165363  2012-03-16  2012-03-23  "CBS Local"  55  45  14  128300  "Restaurants"
"11889"  8743484  2012-05-13  2012-05-17  "CBS Local"  90  61  12  51470  "Life Skills Classes"
"11890"  8698239  2012-05-11  2012-05-15  "HomeRun"  77  62  5  14499  "Yoga"
"11891"  282081  2011-08-18  2011-08-19  "LivingSocial"  25  52  205  63037  "Outdoor Adventures"
"11892"  1128039  2011-06-10  2011-06-13  "Groupon"  140  52  17  63352  "Outdoor Adventures"
"11893"  1130172  2011-06-27  2011-06-30  "Groupon"  120  48  17  51474  "Facials"
"11894"  9753559  2012-07-01  2012-07-05  "Groupon"  84  39  20  423629  "Shows"
"11895"  11508562  2012-09-23  2012-09-27  "Groupon"  68  50  30  123480  "Restaurants"
"11896"  18568738  2013-03-09  2013-03-15  "Groupon"  12  50  170  28957  "Kids"
"11897"  29205  2011-01-03  2011-01-04  "LivingSocial"  100  51  50  8831  "Pilates"
"11898"  1629835  2011-11-18  2011-11-21  "LivingSocial"  165  70  50  6676  "Fitness Classes"
"11899"  9030047  2012-05-31  2012-06-03  "LivingSocial"  195  75  50  475341  "Spa"
"11900"  11178851  2012-09-11  2012-09-14  "LivingSocial"  350  86  50  50918  "Gym"
"11901"  12390320  2012-11-04  2012-11-11  "LivingSocial"  350  50  14  486041  "Hair Salons"
"11902"  20029844  2013-05-21  2013-05-28  "LivingSocial"  58  57  98  80938  "Shows"
"11903"  12433335  2012-10-30  2012-11-06  "Groupon"  599  36  3  162966  "Outdoor Adventures"
"11904"  18837326  2013-03-21  2013-03-28  "Groupon"  840  54  3  62733  "Spa"
"11905"  11345267  2012-09-19  2012-09-26  "LivingSocial"  159  50  31  552043  "Fitness Classes"
"11906"  4764313  2012-02-29  2012-03-03  "Tippr"  40  50  14  65321  "Spa"
"11907"  9083128  2012-06-04  2012-06-07  "HomeRun"  80  40  3  455771  "Concerts"
"11908"  11219879  2012-09-13  2012-09-17  "HomeRun"  258  81  3  13632  "Teeth Whitening"
"11909"  322802  2011-08-24  2011-08-28  "Groupon"  60  52  35  128346  "Concerts"
"11910"  11793530  2012-10-04  2012-10-10  "Groupon"  375  73  7  466702  "Chiropractor"
"11911"  11842013  2012-10-12  2012-10-16  "AmazonLocal"  1135  94  8  568324  "Chiropractor"
"11912"  9725258  2012-06-24  2012-06-29  "Groupon"  992  80  6  3408  "Gym"
"11913"  18433990  2013-02-21  2013-02-28  "Groupon"  440  70  6  735156  "Spa"
"11914"  5044  2010-06-24  2010-06-25  "LivingSocial"  80  50  61  6484  "Women's Clothing"
"11915"  10448128  2012-08-06  2012-08-16  "Travelzoo Local Deals"  30  50  153  414677  "Automotive"
"11916"  275064  2011-08-17  2011-08-19  "Groupon"  129  64  22  5523  "Kids"
"11917"  1912770  2011-12-08  2011-12-10  "AmazonLocal"  20  50  63  221010  "Restaurants"
"11918"  2127813  2011-12-20  2011-12-22  "AmazonLocal"  60  50  21  230729  "Fitness Classes"
"11919"  2993817  2012-01-05  2012-01-08  "AmazonLocal"  15  53  90  57046  "Restaurants"
"11920"  7284993  2012-03-22  2012-03-25  "AmazonLocal"  75  53  18  165869  "Massage"
"11921"  7285052  2012-03-22  2012-03-25  "AmazonLocal"  30  50  42  414929  "Yoga"
"11922"  8844670  2012-05-18  2012-05-21  "AmazonLocal"  90  50  14  160021  "Facials"
"11923"  9241233  2012-06-08  2012-06-11  "AmazonLocal"  95  55  15  481516  "Spa"
"11924"  9483717  2012-06-22  2012-06-25  "AmazonLocal"  125  76  21  492546  "Fitness Classes"
"11925"  15055637  2013-01-21  2013-01-28  "AmazonLocal"  90  50  14  178327  "Facials"
"11926"  20267421  2013-06-05  2013-06-10  "AmazonLocal"  85  59  18  24499  "Massage"
"11927"  19865891  2013-05-08  2013-05-22  "LivingSocial"  85  51  58  784388  "Massage"
"11928"  2566700  2012-01-02  2012-01-05  "LivingSocial"  65  51  76  14499  "Yoga"
"11929"  2175025  2011-12-22  2011-12-29  "CBS Local"  200  71  7  186397  "Spa"
"11930"  9267171  2012-06-10  2012-06-20  "CBS Local"  130  55  7  226576  "Golf"
"11931"  2274223  2011-12-23  2011-12-26  "LivingSocial"  20  50  243  238830  "Restaurants"
"11932"  13719020  2012-12-14  2012-12-21  "LivingSocial"  30  50  162  92779  "Restaurants"
"11933"  18968482  2013-04-09  2013-04-23  "LivingSocial"  20  50  243  767970  "Restaurants"
"11934"  97734  2011-05-25  2011-05-27  "Groupon"  12  50  168  55724  "Museums"
"11935"  2563528  2012-01-02  2012-01-04  "Eversave"  119  84  24  40866  "Personal Trainer"
"11936"  1128074  2011-06-10  2011-06-16  "Groupon"  40  63  67  63356  "Men's Clothing"
"11937"  119281  2011-06-16  2011-06-17  "LivingSocial"  190  71  44  53390  "Hair Salons"
"11938"  18110445  2013-02-14  2013-02-21  "LivingSocial"  90  51  55  311089  "Massage"
"11939"  16731968  2013-01-31  2013-02-07  "LivingSocial"  85  54  62  71372  "Spa"
"11940"  11026508  2012-09-04  2012-09-07  "AmazonLocal"  50  50  25  542249  "Spa"
"11941"  17964243  2013-02-08  2013-02-15  "AmazonLocal"  50  50  25  727885  "Pets"
"11942"  6734133  2012-03-07  2012-03-12  "Eversave"  20  50  43  399632  "Restaurants"
"11943"  486648  2011-09-05  2011-09-07  "LivingSocial"  14  50  345  142229  "Restaurants"
"11944"  1499730  2011-11-11  2011-11-17  "LivingSocial"  30  50  161  199886  "Kids"
"11945"  3750746  2012-02-08  2012-02-11  "LivingSocial"  75  53  69  11188  "Facials"
"11946"  13822727  2012-12-17  2012-12-24  "LivingSocial"  230  50  21  165842  "Spa"
"11947"  1946161  2011-12-12  2011-12-14  "AmazonLocal"  200  55  7  223409  "Gym"
"11948"  857825  2011-08-27  2011-08-31  "Groupon"  500  61  4  133072  "Makeup"
"11949"  857944  2011-09-21  2011-09-24  "Groupon"  50  50  40  157283  "Restaurants"
"11950"  1907265  2011-12-06  2011-12-12  "Groupon"  100  60  25  148740  "Home Services"
"11951"  1999069  2011-12-15  2011-12-18  "Groupon"  299  58  8  741130  "Skin Care"
"11952"  3871730  2012-02-09  2012-02-13  "Groupon"  48  50  50  269685  "Tours"
"11953"  4033802  2012-02-15  2012-02-19  "Groupon"  55  50  40  279484  "Restaurants"
"11954"  4050929  2012-02-21  2012-02-25  "Groupon"  40  50  50  283694  "Restaurants"
"11955"  4707030  2012-02-26  2012-03-01  "Groupon"  50  50  40  189475  "Tours"
"11956"  4763988  2012-02-29  2012-03-04  "Groupon"  40  50  50  262669  "Restaurants"
"11957"  5096284  2012-03-02  2012-03-09  "Groupon"  40  50  50  11642  "Sports Tickets"
"11958"  7329283  2012-03-24  2012-03-29  "Groupon"  200  75  20  416550  "Vision and Eye Care"
"11959"  8352836  2012-04-23  2012-04-26  "Groupon"  70  63  40  433357  "Shows"
"11960"  8737600  2012-05-09  2012-05-13  "Groupon"  55  50  40  170225  "Restaurants"
"11961"  9103534  2012-05-17  2012-05-20  "Groupon"  54  53  40  95553  "Shows"
"11962"  8855198  2012-05-19  2012-05-24  "Groupon"  40  50  50  426881  "Life Skills Classes"
"11963"  9173456  2012-06-05  2012-06-10  "Groupon"  45  44  40  8520  "Outdoor Adventures"
"11964"  9369396  2012-06-08  2012-06-13  "Groupon"  225  77  20  204528  "Vision and Eye Care"
"11965"  9543662  2012-06-14  2012-06-19  "Groupon"  80  62  40  4357  "Comedy Clubs"
"11966"  9342268  2012-06-15  2012-06-20  "Groupon"  40  50  50  98203  "Life Skills Classes"
"11967"  9874547  2012-07-12  2012-07-16  "Groupon"  150  66  20  506575  "Pets"
"11968"  9969051  2012-07-12  2012-07-16  "Groupon"  135  66  20  506575  "Pets"
"11969"  9844173  2012-07-11  2012-07-18  "Groupon"  50  50  40  87906  "Kids"
"11970"  10081403  2012-07-20  2012-07-24  "Groupon"  40  50  50  264278  "Restaurants"
"11971"  10053042  2012-07-19  2012-07-25  "Groupon"  200  75  20  41162  "Vision and Eye Care"
"11972"  10413318  2012-08-04  2012-08-09  "Groupon"  200  75  20  41162  "Vision and Eye Care"
"11973"  10511464  2012-08-04  2012-08-09  "Groupon"  100  75  40  41162  "Vision and Eye Care"
"11974"  10534317  2012-08-10  2012-08-15  "Groupon"  40  50  50  526778  "Dessert"
"11975"  10824723  2012-08-20  2012-08-25  "Groupon"  52  51  40  21448  "Outdoor Adventures"
"11976"  10903759  2012-08-24  2012-08-29  "Groupon"  225  54  10  13454  "Hair Salons"
"11977"  11129724  2012-09-04  2012-09-09  "Groupon"  186  86  40  41736  "Kids"
"11978"  11129842  2012-09-05  2012-09-09  "Groupon"  60  50  40  542788  "Automotive"
"11979"  11174976  2012-09-11  2012-09-17  "Groupon"  225  55  10  525495  "Home Services"
"11980"  11531815  2012-09-24  2012-09-28  "Groupon"  80  62  40  4357  "Life Skills Classes"
"11981"  11837600  2012-10-05  2012-10-12  "Groupon"  220  50  10  466914  "Dance Classes"
"11982"  12227826  2012-10-28  2012-11-02  "Groupon"  75  67  40  26782  "Yoga"
"11983"  12485703  2012-11-02  2012-11-08  "Groupon"  200  50  10  11576  "Women's Clothing"
"11984"  13548348  2012-12-04  2012-12-10  "Groupon"  450  74  10  48671  "Automotive"
"11985"  13444988  2012-12-07  2012-12-13  "Groupon"  75  67  40  628593  "Yoga"
"11986"  14129218  2012-12-19  2012-12-25  "Groupon"  40  50  50  636835  "Restaurants"
"11987"  14193016  2012-12-21  2012-12-27  "Groupon"  60  50  40  136067  "Restaurants"
"11988"  15140666  2013-01-16  2013-01-23  "Groupon"  50  50  40  13833  "Restaurants"
"11989"  15225653  2013-01-25  2013-01-25  "Groupon"  150  60  20  22961  "Gym"
"11990"  16559465  2013-01-25  2013-01-31  "Groupon"  150  60  20  506575  "Pets"
"11991"  18162787  2013-02-18  2013-02-26  "Groupon"  50  50  40  135745  "Spa"
"11992"  18283680  2013-02-20  2013-02-26  "Groupon"  60  50  40  734458  "Restaurants"
"11993"  18655695  2013-03-09  2013-03-15  "Groupon"  40  45  50  169424  "Restaurants"
"11994"  18679775  2013-03-11  2013-03-17  "Groupon"  40  50  50  46252  "Restaurants"
"11995"  18707961  2013-03-19  2013-03-25  "Groupon"  50  50  40  225106  "Golf"
"11996"  18947343  2013-03-31  2013-04-06  "Groupon"  110  53  20  560739  "Hair Salons"
"11997"  18965517  2013-04-05  2013-04-09  "Groupon"  22.15  65  100  181046  "Sports Tickets"
"11998"  18966314  2013-04-09  2013-04-16  "Groupon"  200  75  20  19716  "Women's Clothing"
"11999"  20060587  2013-05-17  2013-05-23  "Groupon"  50  50  40  796312  "Restaurants"
"12000"  20105117  2013-05-21  2013-05-27  "Groupon"  100  50  20  62617  "Kids"
"12001"  54146  2011-03-15  2011-03-18  "Groupon"  2200  55  1  34430  "Spa"
"12002"  683575  2011-09-12  2011-09-13  "LivingSocial"  10  50  481  8442  "Outdoor Adventures"
"12003"  9581638  2012-06-26  2012-07-03  "LivingSocial"  230  61  27  495527  "Photography"
"12004"  12553715  2012-11-11  2012-11-18  "LivingSocial"  185  52  27  559189  "Automotive"
"12005"  11152817  2012-09-10  2012-09-13  "LivingSocial"  180  73  49  545906  "Yoga"
"12006"  13718902  2012-12-14  2012-12-21  "LivingSocial"  225  78  49  32422  "Vision and Eye Care"
"12007"  86970  2011-05-09  2011-05-16  "LivingSocial"  232  66  30  50429  "Photography"
"12008"  7887230  2012-04-06  2012-04-13  "LivingSocial"  300  50  16  35679  "Skin Care"
"12009"  9908504  2012-07-13  2012-07-16  "LivingSocial"  60  50  80  13300  "Tanning"
"12010"  9974524  2012-07-16  2012-07-23  "LivingSocial"  40  50  120  509310  "Kids"
"12011"  16730771  2013-01-31  2013-02-07  "LivingSocial"  4500  73  2  674289  "Spa"
"12012"  19985679  2013-05-17  2013-05-24  "LivingSocial"  65  51  75  796466  "Hair Salons"
